ID	ID V 4.0	ID SwissFIR	Nom	Synonymes	Catégorie	Densité	Unité de matrice	Énergie, kilojoules	Dérivation de la valeur	Source	Énergie, calories	Dérivation de la valeur	Source	Lipides, totaux (g)	Dérivation de la valeur	Source	Acides gras, saturés (g)	Dérivation de la valeur	Source	Acides gras, mono-insaturés (g)	Dérivation de la valeur	Source	Acides gras, poly-insaturés (g)	Dérivation de la valeur	Source	Cholestérol (mg)	Dérivation de la valeur	Source	Glucides, disponibles (g)	Dérivation de la valeur	Source	Sucres (g)	Dérivation de la valeur	Source	Amidon (g)	Dérivation de la valeur	Source	Fibres alimentaires (g)	Dérivation de la valeur	Source	Proteines (g)	Dérivation de la valeur	Source	Sel (NaCl) (g)	Dérivation de la valeur	Source	Alcool (g)	Dérivation de la valeur	Source	Eau (g)	Dérivation de la valeur	Source	Activité de vitamine A, RE (µg-RE)	Dérivation de la valeur	Source	Activité de vitamine A, RAE (µg-RE)	Dérivation de la valeur	Source	Equivalents d’all-transrétinol (µg-RE)	Dérivation de la valeur	Source	Activité de bétacarotène (µg-BCE)	Dérivation de la valeur	Source	Bétacarotène (µg)	Dérivation de la valeur	Source	Vitamine B1 (thiamine) (mg)	Dérivation de la valeur	Source	Vitamine B2 (riboflavine) (mg)	Dérivation de la valeur	Source	Vitamine B6 (pyridoxine) (mg)	Dérivation de la valeur	Source	Vitamine B12 (cobalamine) (µg)	Dérivation de la valeur	Source	Niacine (mg)	Dérivation de la valeur	Source	Folate (µg)	Dérivation de la valeur	Source	Acide pantothénique (mg)	Dérivation de la valeur	Source	Vitamine C (acide ascorbique) (mg)	Dérivation de la valeur	Source	Vitamine D (calciférol) (µg)	Dérivation de la valeur	Source	Activité de vitamine E (mg-ATE)	Dérivation de la valeur	Source	Potassium (K) (mg)	Dérivation de la valeur	Source	Sodium (Na) (mg)	Dérivation de la valeur	Source	Clor (Cl) (mg)	Dérivation de la valeur	Source	Calcium (Ca) (mg)	Dérivation de la valeur	Source	Magnésium (Mg) (mg)	Dérivation de la valeur	Source	Phosphore (P) (mg)	Dérivation de la valeur	Source	Fer (Fe) (mg)	Dérivation de la valeur	Source	Iode (I) (µg)	Dérivation de la valeur	Source	Zinc (Zn)  (mg)	Dérivation de la valeur	Source	Sélénium (Se) (µg)	Dérivation de la valeur	Source	Entrée modifiée
1059	4283		Pois chiche, cuit (sans adjonction de graisse ni de sel)		Produits céréaliers, légumineuses et pommes de terre/Légumineuses		par 100 g de portion comestible	550	Calcul automatisé		131	Calcul automatisé		2	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		17.7	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		16.8	Calcul sur la base des ingrédients		6.2	Calcul sur la base des ingrédients		7.4	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		66.7	Calcul automatisé		10	Calcul automatisé		5	Calcul automatisé		0	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		63	Calcul sur la base des ingrédients		0.14	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0.09	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.44	Calcul sur la base des ingrédients		68	Calcul sur la base des ingrédients		0.24	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.68	Calcul sur la base des ingrédients		330	Calcul sur la base des ingrédients		3	Calcul sur la base des ingrédients		33	Calcul sur la base des ingrédients		44	Calcul sur la base des ingrédients		48	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		1.9	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		n.i.			Oui
439	4012	1000919	Pois chiche, sec		Produits céréaliers, légumineuses et pommes de terre/Légumineuses		par 100 g de portion comestible	1370	Calcul automatisé		327	Calcul automatisé		4.9	-	1651	0.6	-	1651	1.4	-	1651	2.7	-	1651	0	-	1651	44.3	-	1640	2.4	-	1640	41.9	Estimation	1003	15.5	-	1640	18.6	-	1640	0	Calcul automatisé		0	Estimation	1648	13	-	1651	26	Calcul automatisé		13	Calcul automatisé		0	Estimation	1648	157	Estimation	1648	157	-	99	0.52	-	"1640	1642"	0.13	-	1640	0.33	-	"1640	1642"	0	Estimation	1648	1.7	-	1640	340	-	1640	1.11	-	"1640	1642"	5.1	-	1640	0	-	1651	1.9	-	1651	1090	-	"1542	1640"	8.1	-	"1542	1640"	80	-	1640	120	-	"1542	1640"	140	-	"1542	1640"	380	-	"1542	1640"	5.4	-	"1542	1640"	0.6	-	1652	2.4	-	1640	n.i.			No
13390			Pois, grain mature, cuit (sans adjonction de graisse ni de sel)		Produits céréaliers, légumineuses et pommes de terre/Légumineuses		par 100 g de portion comestible	601	Calcul automatisé		142	Calcul automatisé		0.7	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		22.3	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		16.9	Calcul sur la base des ingrédients		5	Calcul sur la base des ingrédients		9.1	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		62.9	Calcul automatisé		8	Calcul automatisé		4	Calcul automatisé		0	Calcul sur la base des ingrédients		50	Calcul sur la base des ingrédients		49	Calcul sur la base des ingrédients		0.22	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.84	Calcul sur la base des ingrédients		42.9	Calcul sur la base des ingrédients		0.35	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		n.i.			18	Calcul sur la base des ingrédients		36	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		1.6	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		n.i.			Oui
13389			Pois, grain mature, décortiqué, sec	Pois cassé	Produits céréaliers, légumineuses et pommes de terre/Légumineuses		par 100 g de portion comestible	1400	Calcul automatisé		331	Calcul automatisé		1.7	-	1649	0.3	-	1649	0.3	-	1649	0.7	-	1649	0	Estimation	1648	51.9	-	1649	2.8	-	1643	39.4	-	1652	11.6	-	1649	21.3	-	1649	0	Calcul automatisé		0	Estimation	1648	11.2	-	1649	20	Calcul automatisé		10	Calcul automatisé		0	Estimation	1648	117	-	1649	115	-	1649	0.79	-	"1642	1649"	0.21	-	1649	0.12	-	"1642	1649"	0	Estimation	1648	3	-	1649	200	-	1649	1.49	-	"1642	1643"	3.9	-	1649	0	-	1643	0.13	-	1649	1060	-	"1542	1649"	6.6	-	"1542	1649"	n.i.			39	-	"1542	1649"	96	-	"1542	1649"	360	-	"1542	1649"	4.3	-	"1542	1649"	1.3	-	1643	3.1	-	1649	n.i.			No
1012	4207		Pois mange-tout, à la vapeur (sans adjonction de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	324	Calcul automatisé		77	Calcul automatisé		0.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		11.4	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		5.7	Calcul sur la base des ingrédients		4.5	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		78.2	Calcul automatisé		98	Calcul automatisé		49	Calcul automatisé		0	Calcul sur la base des ingrédients		591	Calcul sur la base des ingrédients		532	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		2.45	Calcul sur la base des ingrédients		22.5	Calcul sur la base des ingrédients		0.72	Calcul sur la base des ingrédients		21.3	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.57	Calcul sur la base des ingrédients		290	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		32	Calcul sur la base des ingrédients		22	Calcul sur la base des ingrédients		31	Calcul sur la base des ingrédients		86	Calcul sur la base des ingrédients		1.8	Calcul sur la base des ingrédients		4.3	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		n.i.			Oui
438	4358	1000918	Pois mange-tout, cru	Pois gourmand	Légumes/Légumes frais		par 100 g de portion comestible	285	Calcul automatisé		68	Calcul automatisé		0.2	-	9	0	-	9	0	-	9	0.1	-	9	0	-	22	10	-	9	5	-	22	5	-	9	5	-	9	4	-	9	0	Calcul automatisé		0	-	22	79.6	-	9	87	Calcul automatisé		43	Calcul automatisé		0	Estimation	51	520	Estimation	51	520	-	125	0.17	-	9	0.15	-	9	0.16	-	9	0	-	22	2.7	-	9	33	-	9	0.75	-	9	25	-	9	0	-	22	0.5	-	9	300	-	9	4	-	9	30	-	9	20	-	9	30	-	9	80	-	9	2	-	9	4	-	9	4.1	-	9	n.i.			No
1098	3682		Poisson (moyen), cru		"Poisson/Poissons d'eau douce	Poisson/Poissons de mer"		par 100 g de portion comestible	572	Calcul automatisé		136	Calcul automatisé		6.2	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		2.2	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		47	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		20.2	Calcul sur la base des ingrédients		0.2	Calcul automatisé		0	Calcul sur la base des ingrédients		73.6	Calcul automatisé		155	Calcul automatisé		155	Calcul automatisé		155	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.18	Calcul sur la base des ingrédients		0.13	Calcul sur la base des ingrédients		0.52	Calcul sur la base des ingrédients		5.31	Calcul sur la base des ingrédients		6.96	Calcul sur la base des ingrédients		13.3	Calcul sur la base des ingrédients		1.15	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		6.3	Calcul sur la base des ingrédients		1.04	Calcul sur la base des ingrédients		390	Calcul sur la base des ingrédients		62	Calcul sur la base des ingrédients		150	Calcul sur la base des ingrédients		23	Calcul sur la base des ingrédients		30	Calcul sur la base des ingrédients		230	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		45	Calcul sur la base des ingrédients		0.6	Calcul sur la base des ingrédients		n.i.			Oui
13345			Poisson (moyenne), filet, à la vapeur (sans adjonction de graisse ni de sel)		Poisson		par 100 g de portion comestible	715	Calcul automatisé		170	Calcul automatisé		7.7	Calcul sur la base des ingrédients		1.7	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		59	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		25.3	Calcul sur la base des ingrédients		0.2	Calcul automatisé		0	Calcul sur la base des ingrédients		67	Calcul automatisé		193	Calcul automatisé		193	Calcul automatisé		193	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.17	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		0.46	Calcul sur la base des ingrédients		5.31	Calcul sur la base des ingrédients		6.09	Calcul sur la base des ingrédients		11.6	Calcul sur la base des ingrédients		1	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		6.5	Calcul sur la base des ingrédients		1.17	Calcul sur la base des ingrédients		360	Calcul sur la base des ingrédients		66	Calcul sur la base des ingrédients		170	Calcul sur la base des ingrédients		29	Calcul sur la base des ingrédients		32	Calcul sur la base des ingrédients		240	Calcul sur la base des ingrédients		0.8	Calcul sur la base des ingrédients		50	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		n.i.			Oui
1018	3773		Poivron, rouge, à l'étuvée (sans adjonction de graisse ni de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	175	Calcul automatisé		42	Calcul automatisé		0.5	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		6.8	Calcul sur la base des ingrédients		6.7	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		88.9	Calcul automatisé		496	Calcul automatisé		248	Calcul automatisé		0	Calcul sur la base des ingrédients		2979	Calcul sur la base des ingrédients		2365	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.04	Calcul sur la base des ingrédients		0.29	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.13	Calcul sur la base des ingrédients		14.5	Calcul sur la base des ingrédients		0.19	Calcul sur la base des ingrédients		172.9	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.92	Calcul sur la base des ingrédients		220	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		16	Calcul sur la base des ingrédients		26	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		1.3	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		n.i.			Oui
360	4013	1000823	Poivron, rouge, cru		Légumes/Légumes frais		par 100 g de portion comestible	133	Calcul automatisé		32	Calcul automatisé		0.4	-	1008	0.1	-	1008	0	-	1008	0.1	-	1008	0	-	43	5.2	-	43	5.1	-	43	0.1	-	43	2	-	43	0.9	-	43	0	Calcul automatisé		0	-	43	91.3	-	43	377	Calcul automatisé		189	Calcul automatisé		0	Estimation	51	2264	Estimation	1530	1997	Estimation	1530	0.03	-	"43	1669"	0.03	-	43	0.25	-	"43	1669"	0	-	43	0.9	-	43	22	-	43	0.16	-	"43	1669"	154.6	-	"43	1669"	0	-	43	0.7	-	43	170	-	43	3	-	43	18	-	9	9	-	43	12	-	43	20	-	43	0.4	-	43	1	-	9	0.3	-	9	n.i.			No
1017	4249		Poivron, vert, à l'étuvée (sans adjonction de graisse ni de sel)		Légumes/Légumes cuits (conserves comprises)		par 100 g de portion comestible	112	Calcul automatisé		27	Calcul automatisé		0.4	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		3.4	Calcul sur la base des ingrédients		3.3	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		92.5	Calcul automatisé		46	Calcul automatisé		23	Calcul automatisé		0	Calcul sur la base des ingrédients		278	Calcul sur la base des ingrédients		249	Calcul sur la base des ingrédients		0.01	Calcul sur la base des ingrédients		0.01	Calcul sur la base des ingrédients		0.38	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.13	Calcul sur la base des ingrédients		22.4	Calcul sur la base des ingrédients		0.12	Calcul sur la base des ingrédients		142	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.12	Calcul sur la base des ingrédients		200	Calcul sur la base des ingrédients		7.9	Calcul sur la base des ingrédients		25	Calcul sur la base des ingrédients		7.9	Calcul sur la base des ingrédients		7.9	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		2.6	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		n.i.			Oui
359	3829	1000822	Poivron, vert, cru		Légumes/Légumes frais		par 100 g de portion comestible	85	Calcul automatisé		20	Calcul automatisé		0.3	-	43	0.1	-	43	0	-	43	0.2	-	43	0	-	43	2.6	-	43	2.5	-	43	0.1	-	43	2	-	43	0.8	-	43	0	Calcul automatisé		0	-	43	92.9	-	43	35	Calcul automatisé		18	Calcul automatisé		0	Estimation	51	211	Estimation	1530	211	-	"125	1530"	0.01	-	43	0.01	-	43	0.32	-	43	0	-	43	0.1	-	43	34	-	43	0.1	-	43	127	-	43	0	-	43	0.85	-	43	160	-	43	6	-	43	19	-	9	6	-	43	6	-	43	15	-	43	0.3	-	43	2	-	9	0.2	-	9	n.i.			No
10546			Polenta nera, préparée		Produits céréaliers, légumineuses et pommes de terre/Maïs		par 100 g de portion comestible	477	Calcul automatisé		114	Calcul automatisé		4.7	Calcul sur la base des ingrédients		2.7	Calcul sur la base des ingrédients		1.2	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		13.2	Calcul sur la base des ingrédients		0.2	Calcul sur la base des ingrédients		12.8	Calcul sur la base des ingrédients		0.9	Calcul sur la base des ingrédients		4.2	Calcul sur la base des ingrédients		1.1	Calcul automatisé		0	Calcul sur la base des ingrédients		77	Calcul automatisé		47	Calcul automatisé		43	Calcul automatisé		40	Calcul sur la base des ingrédients		40	Calcul sur la base des ingrédients		31	Calcul sur la base des ingrédients		0.03	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		1.06	Calcul sur la base des ingrédients		1.21	Calcul sur la base des ingrédients		26.1	Calcul sur la base des ingrédients		0.27	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		93	Calcul sur la base des ingrédients		440	Calcul sur la base des ingrédients		370	Calcul sur la base des ingrédients		76	Calcul sur la base des ingrédients		24	Calcul sur la base des ingrédients		84	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		4.6	Calcul sur la base des ingrédients		0.5	Calcul sur la base des ingrédients		n.i.			Oui
378	4480	1000841	Pomme, crue		Fruits/Fruits frais		par 100 g de portion comestible	232	Calcul automatisé		55	Calcul automatisé		0.3	-	43	0.1	-	43	0	-	43	0.1	-	43	0	-	43	11.7	-	43	11.6	-	43	0.1	-	43	2.1	-	43	0.3	-	43	0	Calcul automatisé		0	-	43	85	-	43	4	Calcul automatisé		2	Calcul automatisé		0	Estimation	51	26	Estimation	51	20	-	121	0.02	-	"43	1670"	0.01	-	"43	1670"	0.04	-	"43	1670"	0	-	43	0.09	-	"43	1670"	13	-	43	0.09	-	"43	1670"	7	-	"43	1670"	0	-	43	0.5	-	43	120	-	43	4	-	43	2.2	-	36	5	-	43	4	-	43	9	-	43	0.2	-	43	0.8	-	36	0.1	-	36	n.i.			No
1049	3775		Pomme, cuite,  égouttée (sans adjonction de sucre)		Fruits/Fruits cuits (conserves comprises)		par 100 g de portion comestible	305	Calcul automatisé		72	Calcul automatisé		0.4	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		15.4	Calcul sur la base des ingrédients		15.3	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		81.1	Calcul automatisé		6	Calcul automatisé		3	Calcul automatisé		0	Calcul sur la base des ingrédients		34	Calcul sur la base des ingrédients		20	Calcul sur la base des ingrédients		0.02	Calcul sur la base des ingrédients		0.01	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.11	Calcul sur la base des ingrédients		6.4	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.66	Calcul sur la base des ingrédients		140	Calcul sur la base des ingrédients		5.3	Calcul sur la base des ingrédients		2.9	Calcul sur la base des ingrédients		6.3	Calcul sur la base des ingrédients		5.3	Calcul sur la base des ingrédients		12	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		n.i.			Oui
1057	4272		Pomme de terre, épluchée, à la vapeur (sans adjonction de sel)		Produits céréaliers, légumineuses et pommes de terre/Pommes de terre		par 100 g de portion comestible	326	Calcul automatisé		77	Calcul automatisé		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.1	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		15.9	Calcul sur la base des ingrédients		0.7	Calcul sur la base des ingrédients		15	Calcul sur la base des ingrédients		2.1	Calcul sur la base des ingrédients		2	Calcul sur la base des ingrédients		0	Calcul automatisé		0	Calcul sur la base des ingrédients		79.8	Calcul automatisé		1	Calcul automatisé		1	Calcul automatisé		0	Calcul sur la base des ingrédients		7	Calcul sur la base des ingrédients		5	Calcul sur la base des ingrédients		0.07	Calcul sur la base des ingrédients		0.05	Calcul sur la base des ingrédients		0.15	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		1.1	Calcul sur la base des ingrédients		12.7	Calcul sur la base des ingrédients		0.33	Calcul sur la base des ingrédients		9.2	Calcul sur la base des ingrédients		0	Calcul sur la base des ingrédients		0.06	Calcul sur la base des ingrédients		340	Calcul sur la base des ingrédients		2.8	Calcul sur la base des ingrédients		48	Calcul sur la base des ingrédients		5.8	Calcul sur la base des ingrédients		18	Calcul sur la base des ingrédients		47	Calcul sur la base des ingrédients		0.4	Calcul sur la base des ingrédients		3.9	Calcul sur la base des ingrédients		0.3	Calcul sur la base des ingrédients		n.i.			Oui
